# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
7.54,1672.428,232.279,-21.46,232.362,21.464,38.875,1.006e-4,38.875,1.483e-4,6.214,0.411,28.61,-80.6,9.787,0.011,-1.945e-8,0.003,-1.196e-4,2.598e4,4751.737,28.573,0.092,260.642,208.157,3.254,0.696,5.167e7,0,303.427,0.528,0.528,0.315,0.03,0.183,0.001,0.005,-5.18e-5,0,0,0,0,4.834e-5,0.03,16.129,204.317,87.983,-0.01,1.926,4.129,828.108,333.801,0.05,0.087
7.59,1684.015,231.209,-21.322,231.292,21.327,39.185,1.392e-4,39.185,2.035e-4,6.191,0.483,28.61,-80.6,9.787,0.021,-1.387e-8,-0.002,-5.504e-5,2.598e4,4751.737,28.573,0.092,260.716,208.157,3.259,0.693,5.139e7,0,299.908,0.528,0.528,0.316,0.03,0.182,0.003,0.008,3.206e-4,0,0,0,0,-4.514e-5,0.03,16.129,204.317,88.029,-0.007,1.855,4.054,826.935,333.756,0.05,0.088
7.64,1695.549,230.147,-21.185,230.229,21.193,39.494,1.762e-4,39.494,2.557e-4,6.165,0.589,28.61,-80.6,9.787,0.066,-6.103e-9,-0.002,-3.215e-5,2.598e4,4751.737,28.573,0.092,260.445,208.157,3.242,0.69,5.11e7,0,296.452,0.527,0.527,0.316,0.03,0.182,0.008,0.026,3.77e-5,0,0,0,0,-3.174e-5,0.029,16.129,204.317,88.07,6.254e-6,1.858,3.979,825.767,333.71,0.05,0.088
7.69,1707.03,229.091,-21.052,229.173,21.062,39.802,2.131e-4,39.802,3.067e-4,6.134,0.644,28.61,-80.6,9.787,0.091,-1.264e-8,-0.001,-7.174e-6,2.598e4,4751.737,28.573,0.092,260.293,208.157,3.232,0.687,5.082e7,0,293.043,0.526,0.526,0.316,0.029,0.181,0.011,0.037,3.248e-4,0,0,0,0,-1.177e-5,0.029,16.129,204.317,88.1,0.007,1.835,3.904,824.605,333.665,0.05,0.089
7.74,1718.458,228.041,-20.921,228.123,20.933,40.107,2.512e-4,40.107,3.588e-4,6.1,0.683,28.61,-80.6,9.787,0.11,-1.39e-8,-2.611e-4,1.572e-6,2.598e4,4751.737,28.573,0.092,260.181,208.157,3.225,0.684,5.054e7,0,289.686,0.526,0.526,0.316,0.029,0.181,0.014,0.044,-1.481e-4,0,0,0,0,-5.193e-7,0.029,16.129,204.317,88.113,0.013,1.851,3.83,823.449,333.62,0.05,0.089
7.79,1729.834,226.998,-20.793,227.079,20.805,40.412,2.917e-4,40.412,4.135e-4,6.065,0.716,28.61,-80.6,9.787,0.125,-1.338e-8,9.092e-4,-2.889e-6,2.598e4,4751.737,28.573,0.092,260.088,208.157,3.22,0.681,5.026e7,0,286.385,0.525,0.525,0.316,0.029,0.18,0.015,0.05,-8.156e-6,0,0,0,0,6.357e-6,0.029,16.129,204.317,88.107,0.016,1.934,3.756,822.297,333.575,0.05,0.089
7.84,1741.158,225.962,-20.669,226.042,20.679,40.714,3.348e-4,40.714,4.711e-4,6.031,0.648,28.61,-80.6,9.787,0.1,-1.148e-8,0.002,-2.862e-7,2.598e4,4751.737,28.573,0.092,260.181,208.157,3.225,0.678,4.999e7,0,283.114,0.525,0.525,0.316,0.029,0.18,0.012,0.04,-6.336e-5,0,0,0,0,3.22e-5,0.029,16.129,204.317,88.08,0.014,1.937,3.682,821.151,333.53,0.05,0.09
7.89,1752.431,224.931,-20.549,225.011,20.556,41.015,3.803e-4,41.015,5.313e-4,6.001,0.533,28.61,-80.6,9.787,0.054,-1.261e-8,0.003,8.931e-6,2.598e4,4751.737,28.573,0.092,260.374,208.157,3.237,0.675,4.971e7,0,279.887,0.524,0.524,0.316,0.028,0.179,0.007,0.022,3.694e-6,0,0,0,0,5.966e-5,0.029,16.129,204.317,88.036,0.01,1.922,3.609,820.01,333.486,0.05,0.09
7.94,1763.652,223.907,-20.431,223.987,20.435,41.314,4.274e-4,41.314,5.928e-4,5.978,0.376,28.61,-80.6,9.787,0.011,-1.108e-8,-0.003,1.47e-5,2.598e4,4751.737,28.573,0.092,260.528,208.157,3.247,0.672,4.944e7,0,276.704,0.523,0.523,0.317,0.028,0.179,0.001,0.004,-2.853e-4,0,0,0,0,-6.986e-5,0.029,16.129,204.317,87.983,0.003,1.86,3.536,818.874,333.442,0.05,0.091
7.99,1774.821,222.888,-20.313,222.968,20.316,41.613,4.747e-4,41.613,6.536e-4,5.961,0.323,28.61,-80.6,9.787,0.035,-7.565e-9,-0.003,8.126e-6,2.598e4,4751.737,28.573,0.092,260.398,208.157,3.239,0.669,4.917e7,0,273.584,0.523,0.523,0.317,0.028,0.178,0.004,0.014,4.786e-4,0,0,0,0,-5.842e-5,0.029,16.129,204.317,87.931,-0.004,1.952,3.464,817.744,333.398,0.05,0.091
8.04,1785.94,221.876,-20.198,221.955,20.199,41.91,5.207e-4,41.91,7.119e-4,5.947,0.234,28.61,-80.6,9.787,0.073,-1.478e-8,-0.002,1.183e-5,2.598e4,4751.737,28.573,0.092,260.2,208.157,3.227,0.666,4.891e7,0,270.502,0.522,0.522,0.317,0.028,0.178,0.009,0.029,-3.882e-5,0,0,0,0,-4.108e-5,0.028,16.129,204.317,87.886,-0.011,1.957,3.391,816.618,333.354,0.05,0.092
8.09,1797.009,220.869,-20.082,220.948,20.083,42.207,5.64e-4,42.207,7.657e-4,5.937,0.191,28.61,-80.6,9.787,0.092,-9.867e-9,-0.001,1.053e-6,2.598e4,4751.737,28.573,0.092,260.093,208.157,3.22,0.663,4.864e7,0,267.463,0.522,0.522,0.317,0.027,0.177,0.011,0.037,4.725e-4,0,0,0,0,-1.727e-5,0.028,16.129,204.317,87.853,-0.016,1.987,3.319,815.498,333.31,0.05,0.092
8.14,1808.027,219.867,-19.967,219.947,19.968,42.504,6.039e-4,42.504,8.141e-4,5.928,0.178,28.61,-80.6,9.787,0.098,-1.275e-8,-5.877e-4,8.501e-6,2.598e4,4751.737,28.573,0.092,260.042,208.157,3.217,0.66,4.838e7,0,264.464,0.521,0.521,0.317,0.027,0.177,0.012,0.039,-4.478e-5,0,0,0,0,-2.831e-6,0.028,16.129,204.317,87.834,-0.017,2.01,3.248,814.383,333.267,0.05,0.093
8.19,1818.996,218.872,-19.852,218.952,19.853,42.8,6.4e-4,42.8,8.568e-4,5.918,0.21,28.61,-80.6,9.787,0.084,-1.205e-8,2.316e-4,7.536e-6,2.598e4,4751.737,28.573,0.092,260.084,208.157,3.219,0.657,4.811e7,0,261.504,0.52,0.52,0.317,0.027,0.176,0.01,0.034,4.054e-4,0,0,0,0,4.436e-7,0.028,16.129,204.317,87.831,-0.016,2.048,3.177,813.273,333.224,0.05,0.093
8.24,1829.915,217.882,-19.738,217.962,19.74,43.096,6.726e-4,43.096,8.943e-4,5.907,0.255,28.61,-80.6,9.787,0.063,-1.166e-8,8.904e-4,1.667e-6,2.598e4,4751.737,28.573,0.092,260.158,208.157,3.224,0.654,4.785e7,0,258.582,0.52,0.52,0.318,0.027,0.176,0.008,0.025,-1.927e-4,0,0,0,0,6.617e-6,0.028,16.129,204.317,87.842,-0.013,2.064,3.106,812.167,333.181,0.05,0.094
8.29,1840.784,216.898,-19.622,216.978,19.626,43.391,7.026e-4,43.391,9.278e-4,5.891,0.387,28.61,-80.6,9.787,0.004,-1.296e-8,0.001,-1.293e-4,2.598e4,4751.737,28.573,0.092,260.17,208.157,3.225,0.652,4.76e7,0,255.71,0.519,0.519,0.318,0.027,0.175,4.437e-4,0.001,-8.519e-5,0,0,0,0,1.263e-5,0.028,16.129,204.317,87.862,-0.008,2.195,3.035,811.067,333.138,0.05,0.095
8.34,1851.605,215.92,-19.512,216,19.516,43.685,7.312e-4,43.685,9.59e-4,5.871,0.395,28.61,-80.6,9.787,0.004,-1.64e-8,-0.001,-3.66e-5,2.598e4,4751.737,28.573,0.092,260.485,208.157,3.244,0.649,4.734e7,0,252.86,0.519,0.519,0.318,0.026,0.175,4.378e-4,0.001,4.621e-4,0,0,0,0,-1.113e-5,0.028,16.129,204.317,87.884,-2.039e-4,2.123,2.965,809.972,333.095,0.05,0.096
8.39,1862.376,214.947,-19.403,215.026,19.408,43.978,7.6e-4,43.978,9.901e-4,5.851,0.413,28.61,-80.6,9.786,0.015,-1.428e-8,-0.001,2.85e-6,2.598e4,4751.737,28.573,0.092,260.312,208.157,3.234,0.646,4.708e7,0,250.05,0.518,0.518,0.318,0.026,0.174,0.002,0.005,-3.664e-4,0,0,0,0,-1.044e-5,0.028,16.129,204.317,87.904,0.009,2.071,2.895,808.882,333.053,0.05,0.096
8.44,1873.099,213.979,-19.295,214.059,19.3,44.27,7.905e-4,44.27,0.001,5.829,0.472,28.61,-80.6,9.786,0.044,-1.356e-8,-8.613e-4,8.605e-8,2.598e4,4751.737,28.573,0.092,260.169,208.157,3.225,0.643,4.683e7,0,247.286,0.518,0.518,0.318,0.026,0.174,0.005,0.017,-1.223e-4,0,0,0,0,-6.419e-6,0.027,16.129,204.317,87.922,0.016,2.101,2.825,807.796,333.011,0.05,0.097
8.49,1883.774,213.017,-19.187,213.096,19.195,44.561,8.241e-4,44.561,0.001,5.803,0.544,28.61,-80.6,9.786,0.08,-1.309e-8,-3.321e-4,1.66e-6,2.598e4,4751.737,28.573,0.092,259.989,208.157,3.214,0.64,4.658e7,0,244.566,0.517,0.517,0.318,0.026,0.173,0.01,0.031,3.945e-4,0,0,0,0,-9.628e-7,0.027,16.129,204.317,87.933,0.02,2.182,2.755,806.716,332.969,0.05,0.097
8.54,1894.401,212.061,-19.083,212.139,19.091,44.85,8.615e-4,44.85,0.001,5.775,0.564,28.61,-80.6,9.786,0.091,-1.277e-8,4.054e-4,-1.268e-6,2.598e4,4751.737,28.573,0.092,259.918,208.157,3.209,0.637,4.633e7,0,241.875,0.517,0.517,0.318,0.026,0.173,0.011,0.036,-1.199e-4,0,0,0,0,1.448e-6,0.027,16.129,204.317,87.933,0.023,2.219,2.686,805.64,332.927,0.05,0.098
8.59,1904.98,211.109,-18.981,211.187,18.989,45.138,9.029e-4,45.138,0.001,5.747,0.559,28.61,-80.6,9.786,0.091,-1.323e-8,0.001,-1.377e-5,2.598e4,4751.737,28.573,0.092,259.902,208.157,3.208,0.635,4.608e7,0,239.218,0.516,0.516,0.319,0.025,0.172,0.011,0.036,3.601e-4,0,0,0,0,1.177e-5,0.027,16.129,204.317,87.919,0.024,2.26,2.618,804.57,332.885,0.05,0.098
8.64,1915.512,210.163,-18.882,210.24,18.888,45.425,9.486e-4,45.425,0.001,5.721,0.481,28.61,-80.6,9.786,0.055,-1.416e-8,0.002,-2.892e-5,2.598e4,4751.737,28.573,0.092,260.037,208.157,3.217,0.632,4.583e7,0,236.584,0.516,0.516,0.319,0.025,0.172,0.007,0.021,1.934e-4,0,0,0,0,2.816e-5,0.027,16.129,204.317,87.892,0.025,2.218,2.549,803.504,332.844,0.05,0.099
8.69,1925.997,209.221,-18.786,209.298,18.79,45.71,9.984e-4,45.71,0.001,5.7,0.362,28.61,-80.6,9.786,0.001,-1.281e-8,-0.002,-0.001,2.598e4,4751.737,28.573,0.092,261.388,208.157,3.3,0.629,4.559e7,0,233.981,0.515,0.515,0.319,0.025,0.171,1.264e-4,-1.508e-5,-4.213e-4,0,0,0,0,-2.453e-5,0.027,16.129,204.317,87.857,0.024,2.123,2.481,802.442,332.802,0.05,0.1
8.74,1936.434,208.284,-18.69,208.361,18.692,45.995,0.001,45.995,0.001,5.683,0.307,28.61,-80.6,9.786,0.027,-9.537e-9,-0.002,-5.171e-5,2.598e4,4751.737,28.573,0.092,260.204,208.157,3.227,0.626,4.534e7,0,231.424,0.515,0.515,0.319,0.025,0.171,0.003,0.011,1.464e-4,0,0,0,0,-3.128e-5,0.027,16.129,204.317,87.822,0.02,2.136,2.413,801.386,332.761,0.05,0.1
8.79,1946.825,207.352,-18.597,207.429,18.598,46.279,0.001,46.279,0.001,5.671,0.166,28.61,-80.6,9.786,0.095,-1.318e-8,-0.001,-1.657e-5,2.598e4,4751.737,28.573,0.092,259.829,208.157,3.204,0.624,4.51e7,0,228.889,0.514,0.514,0.319,0.025,0.171,0.012,0.037,4.661e-4,0,0,0,0,-1.824e-5,0.027,16.129,204.317,87.792,0.014,1.976,2.346,800.334,332.72,0.05,0.105
8.84,1957.17,206.424,-18.501,206.502,18.502,46.562,0.001,46.562,0.001,5.663,0.176,28.61,-80.6,9.786,0.091,-1.337e-8,-5.903e-4,-1.013e-5,2.598e4,4751.737,28.573,0.092,259.825,208.157,3.203,0.621,4.486e7,0,226.399,0.514,0.514,0.319,0.024,0.17,0.011,0.036,-4.457e-4,0,0,0,0,-3.24e-6,0.026,16.129,204.317,87.774,0.008,2.03,2.278,799.287,332.68,0.05,0.106
8.89,1967.468,205.502,-18.404,205.579,18.406,46.845,0.001,46.845,0.002,5.653,0.227,28.61,-80.6,9.786,0.066,-1.308e-8,-1.646e-6,-7.908e-6,2.598e4,4751.737,28.573,0.092,259.914,208.157,3.209,0.618,4.462e7,0,223.942,0.513,0.513,0.319,0.024,0.17,0.008,0.026,-2.877e-4,0,0,0,0,0,0.026,16.129,204.317,87.769,0.002,2.116,2.211,798.245,332.639,0.05,0.106
8.94,1977.72,204.584,-18.31,204.662,18.312,47.127,0.001,47.127,0.002,5.641,0.253,28.61,-80.6,9.786,0.051,-1.36e-8,4.457e-4,-1.151e-5,2.598e4,4751.737,28.573,0.092,259.959,208.157,3.212,0.616,4.438e7,0,221.51,0.513,0.513,0.319,0.024,0.169,0.006,0.021,2.767e-4,0,0,0,0,1.88e-6,0.026,16.129,204.317,87.773,-0.001,2.13,2.145,797.207,332.599,0.05,0.107
8.99,1987.926,203.671,-18.217,203.748,18.219,47.409,0.001,47.409,0.002,5.628,0.25,28.61,-80.6,9.786,0.051,-1.192e-8,8.282e-4,-1.178e-5,2.598e4,4751.737,28.573,0.092,259.935,208.157,3.21,0.613,4.415e7,0,219.104,0.512,0.512,0.32,0.024,0.169,0.006,0.02,1.155e-4,0,0,0,0,6.551e-6,0.026,16.129,204.317,87.785,-0.004,2.067,2.078,796.174,332.558,0.05,0.107
9.04,1998.087,202.762,-18.123,202.84,18.126,47.69,0.001,47.69,0.002,5.615,0.324,28.61,-80.6,9.786,0.011,-1.367e-8,0.001,-4.074e-5,2.598e4,4751.737,28.573,0.092,260.035,208.157,3.216,0.61,4.391e7,0,216.736,0.512,0.512,0.32,0.024,0.168,0.001,0.004,-4.917e-5,0,0,0,0,1.157e-5,0.026,16.129,204.317,87.803,-0.004,2.126,2.012,795.146,332.518,0.05,0.108
9.09,2008.202,201.858,-18.033,201.936,18.036,47.971,0.001,47.971,0.002,5.598,0.323,28.61,-80.6,9.786,0.008,-1.474e-8,0.001,-3.783e-5,2.598e4,4751.737,28.573,0.092,260.037,208.157,3.217,0.608,4.368e7,0,214.399,0.511,0.511,0.32,0.024,0.168,9.961e-4,0.003,-1.594e-4,0,0,0,0,1.216e-5,0.026,16.129,204.317,87.823,-0.001,2.048,1.947,794.163,332.479,0.05,0.108
9.14,2018.273,200.959,-17.942,201.036,17.946,48.25,0.002,48.25,0.002,5.58,0.406,28.61,-80.6,9.786,0.038,-1.379e-8,-0.001,-1.055e-5,2.598e4,4751.737,28.573,0.092,259.982,208.157,3.213,0.605,4.345e7,0,212.107,0.511,0.511,0.32,0.023,0.168,0.005,0.014,4.012e-4,0,0,0,0,-1.127e-5,0.026,16.129,204.317,87.843,0.003,2.122,1.881,793.193,332.439,0.05,0.109
9.19,2028.298,200.064,-17.853,200.141,17.858,48.528,0.002,48.528,0.002,5.559,0.422,28.61,-80.6,9.786,0.049,-1.227e-8,-7.06e-4,-1.238e-5,2.598e4,4751.737,28.573,0.092,259.906,208.157,3.208,0.602,4.322e7,0,209.833,0.511,0.511,0.32,0.023,0.167,0.006,0.019,-3.962e-4,0,0,0,0,-4.933e-6,0.026,16.129,204.317,87.859,0.008,2.093,1.816,792.228,332.399,0.05,0.11
9.24,2038.279,199.173,-17.768,199.25,17.772,48.806,0.002,48.806,0.002,5.539,0.369,28.61,-80.6,9.786,0.024,-1.224e-8,-4.378e-4,-1.271e-5,2.598e4,4751.737,28.573,0.092,259.991,208.157,3.214,0.6,4.3e7,0,207.576,0.51,0.51,0.32,0.023,0.167,0.003,0.009,2.247e-4,0,0,0,0,-1.914e-6,0.026,16.129,204.317,87.869,0.012,1.955,1.751,791.268,332.36,0.05,0.11
9.29,2048.216,198.287,-17.683,198.364,17.687,49.082,0.002,49.082,0.002,5.521,0.351,28.61,-80.599,9.786,0.017,-1.279e-8,-3.164e-4,-1.578e-6,2.598e4,4751.737,28.573,0.092,259.989,208.157,3.214,0.597,4.277e7,0,205.354,0.51,0.51,0.32,0.023,0.166,0.002,0.007,2.836e-4,0,0,0,0,-1.009e-6,0.025,16.129,204.317,87.876,0.016,1.893,1.687,790.311,332.321,0.05,0.111
9.34,2058.108,197.405,-17.598,197.482,17.602,49.358,0.002,49.358,0.002,5.503,0.381,28.61,-80.599,9.786,0.036,-1.324e-8,-1.25e-4,1.594e-6,2.598e4,4751.737,28.573,0.092,259.89,208.157,3.207,0.595,4.255e7,0,203.168,0.509,0.509,0.32,0.023,0.166,0.004,0.013,5.109e-5,0,0,0,0,-1.588e-7,0.025,16.129,204.317,87.88,0.02,1.929,1.622,789.359,332.282,0.05,0.111
9.39,2067.956,196.527,-17.513,196.604,17.519,49.633,0.002,49.633,0.002,5.483,0.435,28.61,-80.599,9.786,0.067,-1.338e-8,2.278e-4,-1.093e-5,2.598e4,4751.737,28.573,0.092,259.745,208.157,3.198,0.592,4.233e7,0,201.014,0.509,0.509,0.321,0.023,0.166,0.008,0.026,4.566e-4,0,0,0,0,5.323e-7,0.025,16.129,204.317,87.879,0.022,2.025,1.558,788.411,332.243,0.05,0.112
9.44,2077.761,195.654,-17.43,195.73,17.436,49.906,0.002,49.906,0.002,5.46,0.477,28.61,-80.599,9.786,0.091,-1.311e-8,7.828e-4,-1.15e-5,2.598e4,4751.737,28.573,0.092,259.618,208.157,3.191,0.589,4.211e7,0,198.887,0.508,0.508,0.321,0.023,0.165,0.011,0.036,-1.98e-5,0,0,0,0,6.341e-6,0.025,16.129,204.317,87.87,0.024,2.128,1.495,787.467,332.205,0.05,0.112
9.49,2087.522,194.784,-17.35,194.86,17.355,50.179,0.002,50.179,0.002,5.437,0.419,28.61,-80.599,9.786,0.061,-1.101e-8,0.001,-1.158e-5,2.598e4,4751.737,28.573,0.092,259.733,208.157,3.198,0.587,4.189e7,0,196.767,0.508,0.508,0.321,0.022,0.165,0.007,0.023,3.596e-4,0,0,0,0,1.847e-5,0.025,16.129,204.317,87.851,0.025,2.079,1.431,786.528,332.166,0.05,0.113
9.54,2097.239,193.919,-17.272,193.994,17.276,50.45,0.002,50.45,0.002,5.418,0.333,28.61,-80.599,9.786,0.013,-1.195e-8,0.002,-7.447e-5,2.598e4,4751.737,28.573,0.092,259.856,208.157,3.205,0.584,4.167e7,0,194.67,0.508,0.508,0.321,0.022,0.164,0.002,0.005,-3.059e-4,0,0,0,0,2.627e-5,0.025,16.129,204.317,87.824,0.026,1.993,1.368,785.592,332.128,0.05,0.118
9.59,2106.914,193.057,-17.197,193.133,17.199,50.721,0.002,50.721,0.002,5.404,0.21,28.61,-80.599,9.786,0.056,-1.482e-8,-0.001,-1.403e-5,2.598e4,4751.737,28.573,0.092,259.767,208.157,3.2,0.582,4.145e7,0,192.596,0.507,0.507,0.321,0.022,0.164,0.007,0.022,-2.221e-4,0,0,0,0,-2.255e-5,0.025,16.129,204.317,87.796,0.024,1.833,1.305,784.661,332.09,0.05,0.118
9.64,2116.545,192.199,-17.118,192.275,17.119,50.991,0.002,50.991,0.002,5.394,0.25,28.61,-80.599,9.786,0.034,-1.355e-8,-0.001,-1.323e-5,2.598e4,4751.737,28.573,0.092,259.864,208.157,3.206,0.579,4.123e7,0,190.567,0.507,0.507,0.321,0.022,0.164,0.004,0.013,-2.546e-4,0,0,0,0,-1.235e-5,0.025,16.129,204.317,87.774,0.021,1.964,1.242,783.734,332.052,0.05,0.119
9.69,2126.134,191.345,-17.039,191.421,17.041,51.26,0.002,51.26,0.002,5.38,0.281,28.61,-80.599,9.786,0.016,-1.194e-8,-9.591e-4,-2.7e-5,2.598e4,4751.737,28.573,0.092,259.941,208.157,3.211,0.577,4.102e7,0,188.56,0.506,0.506,0.321,0.022,0.163,0.002,0.007,3.585e-4,0,0,0,0,-9.952e-6,0.025,16.129,204.317,87.756,0.018,2.066,1.18,782.811,332.014,0.05,0.119
9.74,2135.68,190.495,-16.962,190.571,16.965,51.529,0.002,51.529,0.003,5.366,0.286,28.61,-80.599,9.786,0.013,-1.377e-8,-8.56e-4,-8.138e-6,2.598e4,4751.737,28.573,0.092,259.904,208.157,3.208,0.574,4.081e7,0,186.572,0.506,0.506,0.321,0.022,0.163,0.002,0.005,-4.788e-4,0,0,0,0,-7.998e-6,0.024,16.129,204.317,87.739,0.013,2.112,1.118,781.892,331.976,0.05,0.12
9.79,2145.183,189.649,-16.887,189.725,16.889,51.796,0.002,51.796,0.003,5.352,0.261,28.61,-80.599,9.786,0.026,-1.289e-8,-7.473e-4,-9.461e-6,2.598e4,4751.737,28.573,0.092,259.809,208.157,3.202,0.572,4.059e7,0,184.602,0.506,0.506,0.322,0.022,0.163,0.003,0.011,-1.504e-4,0,0,0,0,-6.152e-6,0.024,16.129,204.317,87.725,0.007,2.095,1.056,780.978,331.939,0.05,0.12
9.84,2154.645,188.806,-16.814,188.882,16.815,52.064,0.002,52.064,0.003,5.34,0.227,28.61,-80.599,9.786,0.046,-1.292e-8,-5.131e-4,-4.892e-6,2.598e4,4751.737,28.573,0.092,259.703,208.157,3.196,0.569,4.038e7,0,182.654,0.505,0.505,0.322,0.021,0.162,0.006,0.018,3.83e-4,0,0,0,0,-2.926e-6,0.024,16.129,204.317,87.714,0.002,2.047,0.995,780.067,331.902,0.05,0.12
9.89,2164.064,187.968,-16.739,188.043,16.741,52.33,0.003,52.33,0.003,5.329,0.226,28.61,-80.599,9.786,0.045,-1.263e-8,-2.156e-4,-8.76e-6,2.598e4,4751.737,28.573,0.092,259.683,208.157,3.195,0.567,4.017e7,0,180.73,0.505,0.505,0.322,0.021,0.162,0.006,0.018,-2.343e-4,0,0,0,0,-5.213e-7,0.024,16.129,204.317,87.707,-0.002,2.048,0.934,779.16,331.865,0.05,0.121
9.94,2173.442,187.133,-16.664,187.208,16.667,52.597,0.003,52.597,0.003,5.316,0.286,28.61,-80.599,9.786,0.008,-1.295e-8,-2.646e-5,3.189e-6,2.598e4,4751.737,28.573,0.092,259.691,208.157,3.195,0.564,3.996e7,0,178.837,0.504,0.504,0.322,0.021,0.161,9.883e-4,0.003,4.824e-4,0,0,0,0,-7.919e-9,0.024,16.129,204.317,87.705,-0.004,2.157,0.873,778.258,331.828,0.05,0.121
9.99,2182.777,186.301,-16.593,186.377,16.595,52.862,0.003,52.862,0.003,5.303,0.241,28.61,-80.599,9.785,0.034,-1.287e-8,4.169e-5,4.231e-6,2.598e4,4751.737,28.573,0.092,259.697,208.157,3.196,0.562,3.976e7,0,176.949,0.504,0.504,0.322,0.021,0.161,0.004,0.013,-2.094e-5,0,0,0,0,1.983e-8,0.024,16.129,204.317,87.705,-0.004,2.053,0.812,777.359,331.791,0.05,0.122
10.04,2192.072,185.473,-16.522,185.549,16.523,53.127,0.003,53.127,0.003,5.291,0.238,28.61,-80.599,9.785,0.034,-1.292e-8,3.064e-4,-3.911e-7,2.598e4,4751.737,28.573,0.092,259.69,208.157,3.195,0.56,3.955e7,0,175.088,0.504,0.504,0.322,0.021,0.161,0.004,0.013,-2.48e-4,0,0,0,0,1.081e-6,0.024,16.129,204.317,87.709,-0.002,2.021,0.752,776.464,331.754,0.05,0.122
10.09,2201.325,184.649,-16.45,184.724,16.452,53.391,0.003,53.391,0.003,5.278,0.267,28.61,-80.599,9.785,0.014,-1.203e-8,4.479e-4,-2.852e-7,2.598e4,4751.737,28.573,0.092,259.725,208.157,3.197,0.557,3.934e7,0,173.252,0.503,0.503,0.322,0.021,0.16,0.002,0.006,-2.643e-4,0,0,0,0,2.331e-6,0.024,16.129,204.317,87.716,0.001,2.043,0.691,775.574,331.718,0.05,0.123
10.14,2210.537,183.828,-16.38,183.904,16.382,53.655,0.003,53.655,0.003,5.265,0.244,28.61,-80.599,9.785,0.026,-1.394e-8,5.469e-4,2.32e-6,2.598e4,4751.737,28.573,0.092,259.723,208.157,3.197,0.555,3.914e7,0,171.429,0.503,0.503,0.322,0.021,0.16,0.003,0.01,-4.27e-4,0,0,0,0,3.507e-6,0.024,16.129,204.317,87.724,0.006,1.956,0.632,774.687,331.682,0.05,0.123
10.19,2219.708,183.011,-16.309,183.086,16.312,53.918,0.003,53.918,0.003,5.252,0.294,28.61,-80.599,9.785,0.008,-1.353e-8,-6.522e-4,-9.894e-6,2.598e4,4751.737,28.573,0.092,259.798,208.157,3.202,0.552,3.894e7,0,169.636,0.503,0.503,0.322,0.021,0.16,9.914e-4,0.003,-4.014e-4,0,0,0,0,-5.03e-6,0.023,16.129,204.317,87.736,0.012,2.011,0.572,773.804,331.645,0.05,0.124
10.24,2228.838,182.197,-16.24,182.273,16.243,54.18,0.003,54.18,0.003,5.237,0.315,28.61,-80.599,9.785,0.024,-1.313e-8,-5.16e-4,-6.112e-6,2.598e4,4751.737,28.573,0.092,259.7,208.157,3.196,0.55,3.873e7,0,167.861,0.502,0.502,0.323,0.02,0.159,0.003,0.01,-3.819e-4,0,0,0,0,-3.177e-6,0.023,16.129,204.317,87.746,0.018,2.011,0.513,772.926,331.61,0.05,0.124
10.29,2237.927,181.387,-16.172,181.462,16.175,54.441,0.003,54.441,0.003,5.221,0.332,28.61,-80.599,9.785,0.038,-1.341e-8,-3.494e-4,8.435e-7,2.598e4,4751.737,28.573,0.092,259.62,208.157,3.191,0.547,3.853e7,0,166.105,0.502,0.502,0.323,0.02,0.159,0.005,0.015,-1.844e-4,0,0,0,0,-1.47e-6,0.023,16.129,204.317,87.754,0.022,2.014,0.453,772.051,331.574,0.05,0.125
10.34,2246.977,180.58,-16.104,180.655,16.108,54.702,0.003,54.702,0.003,5.203,0.358,28.61,-80.599,9.785,0.057,-1.288e-8,-7.809e-5,-2.327e-6,2.598e4,4751.737,28.573,0.092,259.529,208.157,3.185,0.545,3.833e7,0,164.372,0.502,0.502,0.323,0.02,0.159,0.007,0.022,3.699e-4,0,0,0,0,-7.406e-8,0.023,16.129,204.317,87.758,0.024,2.046,0.395,771.18,331.538,0.05,0.125
