# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
6.164,1219.2,248.817,-22.359,248.892,22.366,25.348,0.002,25.348,0.004,6.11,0.561,28.61,-80.6,9.788,0.046,0,1.688e-4,1.153e-5,2.913e4,4891.737,27.361,0.106,253.307,208.028,2.807,0.742,5.576e7,0,366.413,0.532,0.532,0.306,0.035,0.192,0.006,0.016,-2.179e-4,0,0,0,0,1.632e-7,0.032,16.129,204.317,88.198,0.022,1.919,7.075,875.429,335.586,0.05,0.063
6.214,1231.613,247.703,-22.213,247.777,22.22,25.653,0.002,25.653,0.004,6.083,0.543,28.61,-80.6,9.788,0.041,0,6.639e-4,3.447e-5,2.913e4,4891.737,27.361,0.106,253.323,208.028,2.808,0.739,5.546e7,0,362.151,0.531,0.531,0.306,0.034,0.191,0.005,0.015,-4.683e-4,0,0,0,0,2.546e-6,0.032,16.129,204.317,88.19,0.008,1.922,6.995,874.109,335.538,0.05,0.063
6.264,1243.97,246.596,-22.07,246.67,22.076,25.956,0.002,25.956,0.004,6.057,0.49,28.61,-80.6,9.788,0.024,0,9.907e-4,4.142e-5,2.913e4,4891.737,27.361,0.106,253.431,208.028,2.815,0.735,5.515e7,0,357.95,0.53,0.53,0.306,0.034,0.19,0.003,0.008,2.994e-5,0,0,0,0,5.721e-6,0.032,16.129,204.317,88.175,-0.007,1.9,6.914,872.794,335.489,0.05,0.064
6.314,1256.272,245.496,-21.929,245.57,21.934,26.259,0.002,26.259,0.004,6.033,0.461,28.61,-80.6,9.788,0.014,0,0.001,9.554e-5,2.913e4,4891.737,27.361,0.106,253.54,208.028,2.822,0.732,5.485e7,0,353.821,0.529,0.529,0.306,0.034,0.19,0.002,0.005,-3.593e-4,0,0,0,0,8.653e-6,0.031,16.129,204.317,88.155,-0.016,1.936,6.834,871.486,335.44,0.05,0.064
6.364,1268.52,244.403,-21.792,244.477,21.795,26.56,0.002,26.56,0.004,6.012,0.396,28.61,-80.6,9.788,0.01,0,-0.001,1.148e-4,2.913e4,4891.737,27.361,0.106,253.159,208.028,2.798,0.729,5.456e7,0,349.748,0.529,0.529,0.306,0.033,0.189,0.001,0.004,8.103e-5,0,0,0,0,-9.084e-6,0.031,16.129,204.317,88.132,-0.019,1.916,6.755,870.183,335.392,0.05,0.064
6.414,1280.713,243.316,-21.655,243.39,21.658,26.86,0.002,26.86,0.004,5.993,0.38,28.61,-80.6,9.788,0.015,0,-9.921e-4,6.965e-5,2.913e4,4891.737,27.361,0.106,253.18,208.028,2.799,0.726,5.426e7,0,345.744,0.528,0.528,0.306,0.033,0.189,0.002,0.005,3.32e-4,0,0,0,0,-5.893e-6,0.031,16.129,204.317,88.111,-0.018,1.962,6.675,868.886,335.344,0.05,0.065
6.464,1292.852,242.237,-21.518,242.311,21.522,27.159,0.002,27.159,0.004,5.972,0.432,28.61,-80.6,9.788,0.004,0,0.001,1.94e-4,2.913e4,4891.737,27.361,0.106,253.79,208.028,2.837,0.723,5.397e7,0,341.81,0.527,0.527,0.307,0.033,0.188,4.726e-4,0.001,-1.973e-4,0,0,0,0,7.017e-6,0.031,16.129,204.317,88.093,-0.013,2.112,6.596,867.595,335.296,0.05,0.065
6.514,1304.937,241.165,-21.386,241.238,21.389,27.457,0.002,27.457,0.004,5.952,0.373,28.61,-80.6,9.788,0.018,0,-9.357e-4,5.093e-5,2.913e4,4891.737,27.361,0.106,253.201,208.028,2.801,0.72,5.368e7,0,337.915,0.526,0.526,0.307,0.032,0.187,0.002,0.006,-9.446e-5,0,0,0,0,-5.335e-6,0.031,16.129,204.317,88.075,-0.003,2.079,6.518,866.309,335.249,0.05,0.065
6.564,1316.968,240.099,-21.254,240.172,21.257,27.754,0.002,27.754,0.005,5.934,0.37,28.61,-80.6,9.788,0.018,0,-7.39e-4,2.897e-5,2.913e4,4891.737,27.361,0.106,253.241,208.028,2.803,0.717,5.339e7,0,334.085,0.526,0.526,0.307,0.032,0.187,0.002,0.006,4.543e-4,0,0,0,0,-3.357e-6,0.031,16.129,204.317,88.059,0.012,2.125,6.44,865.029,335.201,0.05,0.066
6.614,1328.947,239.039,-21.125,239.112,21.128,28.05,0.002,28.05,0.005,5.915,0.363,28.61,-80.6,9.788,0.021,0,-6.204e-4,2.851e-6,2.913e4,4891.737,27.361,0.106,253.255,208.028,2.804,0.714,5.31e7,0,330.309,0.525,0.525,0.307,0.032,0.186,0.003,0.007,-4.554e-4,0,0,0,0,-2.387e-6,0.031,16.129,204.317,88.047,0.025,2.15,6.362,863.755,335.154,0.05,0.066
6.664,1340.872,237.986,-20.998,238.059,21.001,28.346,0.002,28.346,0.005,5.899,0.312,28.61,-80.6,9.788,0.039,0,-2.184e-4,8.443e-6,2.913e4,4891.737,27.361,0.106,253.145,208.028,2.797,0.711,5.281e7,0,326.579,0.524,0.524,0.307,0.031,0.186,0.005,0.013,-1.729e-4,0,0,0,0,-2.984e-7,0.03,16.129,204.317,88.039,0.036,2.083,6.284,862.487,335.107,0.05,0.066
6.714,1352.745,236.939,-20.872,237.012,20.874,28.64,0.002,28.64,0.005,5.882,0.329,28.61,-80.6,9.788,0.031,0,8.457e-5,1.787e-5,2.913e4,4891.737,27.361,0.106,253.177,208.028,2.799,0.708,5.253e7,0,322.91,0.524,0.524,0.307,0.031,0.185,0.004,0.011,3.333e-4,0,0,0,0,4.514e-8,0.03,16.129,204.317,88.038,0.042,2.105,6.207,861.224,335.06,0.05,0.067
6.764,1364.566,235.899,-20.747,235.972,20.75,28.934,0.002,28.934,0.005,5.866,0.337,28.61,-80.6,9.788,0.026,0,4.235e-4,1.166e-5,2.913e4,4891.737,27.361,0.106,253.198,208.028,2.801,0.705,5.225e7,0,319.289,0.523,0.523,0.308,0.031,0.185,0.003,0.009,2.642e-4,0,0,0,0,1.142e-6,0.03,16.129,204.317,88.043,0.044,2.085,6.13,859.966,335.014,0.05,0.067
6.814,1376.335,234.865,-20.623,234.937,20.627,29.227,0.003,29.227,0.005,5.848,0.363,28.61,-80.6,9.788,0.014,0,5.478e-4,2.941e-5,2.913e4,4891.737,27.361,0.106,253.271,208.028,2.805,0.702,5.197e7,0,315.721,0.522,0.522,0.308,0.031,0.184,0.002,0.004,4.026e-4,0,0,0,0,1.928e-6,0.03,16.129,204.317,88.052,0.041,2.084,6.054,858.714,334.968,0.05,0.067
6.864,1388.053,233.836,-20.503,233.909,20.506,29.519,0.003,29.519,0.005,5.831,0.349,28.61,-80.6,9.788,0.017,0,7.722e-4,2.351e-5,2.913e4,4891.737,27.361,0.106,253.188,208.028,2.8,0.699,5.169e7,0,312.195,0.522,0.522,0.308,0.03,0.183,0.002,0.006,5.825e-5,0,0,0,0,3.864e-6,0.03,16.129,204.317,88.064,0.034,2.002,5.978,857.468,334.921,0.05,0.068
6.914,1399.719,232.814,-20.382,232.887,20.386,29.81,0.003,29.81,0.005,5.812,0.412,28.61,-80.6,9.788,0.011,0,-8.055e-4,5.375e-5,2.913e4,4891.737,27.361,0.106,253.043,208.028,2.791,0.696,5.142e7,0,308.732,0.521,0.521,0.308,0.03,0.183,0.001,0.004,-2.939e-4,0,0,0,0,-4.242e-6,0.03,16.129,204.317,88.079,0.022,2.045,5.902,856.227,334.875,0.05,0.068
6.964,1411.334,231.798,-20.262,231.871,20.268,30.1,0.003,30.1,0.005,5.789,0.485,28.61,-80.6,9.788,0.043,0,-5.419e-4,2.017e-5,2.913e4,4891.737,27.361,0.106,252.953,208.028,2.785,0.693,5.114e7,0,305.32,0.52,0.52,0.308,0.03,0.182,0.005,0.015,-2.711e-4,0,0,0,0,-1.936e-6,0.03,16.129,204.317,88.091,0.006,2.113,5.826,854.991,334.83,0.05,0.068
7.014,1422.899,230.788,-20.145,230.86,20.152,30.389,0.003,30.389,0.006,5.763,0.534,28.61,-80.6,9.788,0.066,0,-3.084e-6,3.583e-5,2.913e4,4891.737,27.361,0.106,252.846,208.028,2.779,0.69,5.087e7,0,301.956,0.52,0.52,0.308,0.03,0.182,0.008,0.022,-7.685e-5,0,0,0,0,0,0.03,16.129,204.317,88.096,-0.011,2.174,5.751,853.761,334.784,0.05,0.069
7.064,1434.413,229.784,-20.03,229.855,20.038,30.676,0.003,30.676,0.006,5.736,0.539,28.61,-80.6,9.788,0.07,0,6.254e-4,3.819e-5,2.913e4,4891.737,27.361,0.106,252.822,208.028,2.777,0.687,5.06e7,0,298.632,0.519,0.519,0.309,0.029,0.181,0.009,0.024,-3.213e-4,0,0,0,0,2.625e-6,0.029,16.129,204.317,88.091,-0.026,2.204,5.676,852.537,334.739,0.05,0.069
7.114,1445.878,228.785,-19.919,228.856,19.925,30.962,0.003,30.962,0.006,5.71,0.504,28.61,-80.6,9.788,0.056,0,0.001,5.517e-5,2.913e4,4891.737,27.361,0.106,252.883,208.028,2.781,0.684,5.034e7,0,295.35,0.519,0.519,0.309,0.029,0.181,0.007,0.019,-7.232e-6,0,0,0,0,1.004e-5,0.029,16.129,204.317,88.074,-0.039,2.207,5.602,851.317,334.694,0.05,0.069
7.164,1457.292,227.792,-19.81,227.863,19.814,31.247,0.003,31.247,0.006,5.687,0.429,28.61,-80.6,9.788,0.025,0,0.002,1.236e-4,2.913e4,4891.737,27.361,0.106,253.094,208.028,2.794,0.681,5.007e7,0,292.107,0.518,0.518,0.309,0.029,0.18,0.003,0.008,-2.72e-4,0,0,0,0,1.734e-5,0.029,16.129,204.317,88.048,-0.045,2.174,5.528,850.103,334.649,0.05,0.07
7.214,1468.657,226.804,-19.703,226.875,19.706,31.531,0.003,31.531,0.006,5.668,0.331,28.61,-80.6,9.788,0.018,0,-0.002,1.787e-4,2.913e4,4891.737,27.361,0.106,252.715,208.028,2.771,0.678,4.981e7,0,288.906,0.517,0.517,0.309,0.029,0.18,0.002,0.006,-2.25e-4,0,0,0,0,-1.716e-5,0.029,16.129,204.317,88.019,-0.041,2.106,5.454,848.894,334.604,0.05,0.07
7.264,1479.972,225.822,-19.597,225.892,19.599,31.814,0.003,31.814,0.006,5.653,0.273,28.61,-80.6,9.788,0.043,0,-0.001,6.784e-5,2.913e4,4891.737,27.361,0.106,252.745,208.028,2.772,0.675,4.954e7,0,285.756,0.517,0.517,0.309,0.028,0.179,0.005,0.015,2.901e-5,0,0,0,0,-1.301e-5,0.029,16.129,204.317,87.992,-0.027,2.096,5.38,847.69,334.559,0.05,0.071
7.314,1491.239,224.844,-19.492,224.915,19.493,32.096,0.003,32.096,0.006,5.641,0.229,28.61,-80.6,9.788,0.062,0,-8.333e-4,5.006e-5,2.913e4,4891.737,27.361,0.106,252.686,208.028,2.769,0.673,4.928e7,0,282.647,0.516,0.516,0.309,0.028,0.179,0.008,0.021,3.419e-4,0,0,0,0,-4.867e-6,0.029,16.129,204.317,87.972,-0.007,2.076,5.307,846.492,334.515,0.05,0.071
7.364,1502.457,223.872,-19.386,223.943,19.387,32.378,0.004,32.378,0.006,5.628,0.256,28.61,-80.6,9.788,0.05,0,-4.04e-4,3.999e-5,2.913e4,4891.737,27.361,0.106,252.744,208.028,2.772,0.67,4.902e7,0,279.589,0.516,0.516,0.309,0.028,0.178,0.006,0.017,-1.418e-4,0,0,0,0,-1.154e-6,0.029,16.129,204.317,87.961,0.014,2.147,5.234,845.311,334.471,0.05,0.072
7.414,1513.626,222.906,-19.282,222.977,19.284,32.659,0.004,32.659,0.006,5.616,0.245,28.61,-80.6,9.788,0.054,0,4.309e-5,2.931e-5,2.913e4,4891.737,27.361,0.106,252.735,208.028,2.772,0.667,4.877e7,0,276.577,0.515,0.515,0.31,0.028,0.178,0.007,0.019,3.971e-4,0,0,0,0,1.324e-8,0.029,16.129,204.317,87.958,0.032,2.122,5.161,844.181,334.427,0.05,0.072
7.464,1524.748,221.944,-19.181,222.015,19.182,32.94,0.004,32.94,0.006,5.604,0.221,28.61,-80.6,9.788,0.063,0,5.632e-4,2.233e-5,2.913e4,4891.737,27.361,0.106,252.683,208.028,2.769,0.664,4.852e7,0,273.601,0.514,0.514,0.31,0.027,0.177,0.008,0.021,-2.116e-4,0,0,0,0,2.282e-6,0.028,16.129,204.317,87.963,0.046,2.043,5.089,843.055,334.383,0.05,0.073
7.514,1535.821,220.988,-19.079,221.058,19.081,33.22,0.004,33.22,0.006,5.593,0.246,28.61,-80.6,9.787,0.05,0,0.001,3.472e-5,2.913e4,4891.737,27.361,0.106,252.739,208.028,2.772,0.661,4.827e7,0,270.665,0.514,0.514,0.31,0.027,0.177,0.006,0.017,3.248e-4,0,0,0,0,8.597e-6,0.028,16.129,204.317,87.978,0.051,2.015,5.017,841.934,334.339,0.05,0.074
7.564,1546.846,220.036,-18.977,220.107,18.98,33.499,0.004,33.499,0.006,5.579,0.309,28.61,-80.6,9.787,0.019,0,0.001,8.717e-5,2.913e4,4891.737,27.361,0.106,252.954,208.028,2.785,0.659,4.802e7,0,267.771,0.513,0.513,0.31,0.027,0.176,0.002,0.006,-2.61e-4,0,0,0,0,1.263e-5,0.028,16.129,204.317,88,0.049,2.034,4.945,840.818,334.296,0.05,0.074
7.614,1557.825,219.09,-18.878,219.161,18.881,33.778,0.004,33.778,0.007,5.563,0.34,28.61,-80.6,9.787,0.001,5.248e-9,6.662e-4,0.001,2.913e4,4891.737,27.361,0.106,253.769,208.028,2.836,0.656,4.777e7,0,264.91,0.513,0.513,0.31,0.027,0.176,1.283e-4,8.539e-5,3.668e-4,0,0,0,0,3.276e-6,0.028,16.129,204.317,88.025,0.043,1.989,4.874,839.707,334.253,0.05,0.074
7.664,1568.756,218.148,-18.779,218.219,18.783,34.055,0.004,34.055,0.007,5.544,0.406,28.61,-80.6,9.787,0.034,0,-0.001,4.617e-5,2.913e4,4891.737,27.361,0.106,252.652,208.028,2.767,0.653,4.752e7,0,262.092,0.512,0.512,0.31,0.027,0.175,0.004,0.011,4.056e-4,0,0,0,0,-1.182e-5,0.028,16.129,204.317,88.05,0.031,2.013,4.803,838.601,334.21,0.05,0.075
7.714,1579.64,217.212,-18.682,217.282,18.687,34.332,0.004,34.332,0.007,5.523,0.455,28.61,-80.6,9.787,0.06,0,-9.27e-4,3.607e-5,2.913e4,4891.737,27.361,0.106,252.556,208.028,2.761,0.65,4.728e7,0,259.31,0.512,0.512,0.31,0.026,0.175,0.007,0.021,4.292e-4,0,0,0,0,-6.455e-6,0.028,16.129,204.317,88.07,0.014,2.024,4.732,837.499,334.167,0.05,0.075
7.764,1590.477,216.28,-18.585,216.35,18.593,34.607,0.004,34.607,0.007,5.498,0.526,28.61,-80.6,9.787,0.096,0,-2.624e-4,3.176e-5,2.913e4,4891.737,27.361,0.106,252.394,208.028,2.751,0.648,4.704e7,0,256.573,0.511,0.511,0.31,0.026,0.175,0.012,0.032,-4.317e-4,0,0,0,0,-5.215e-7,0.028,16.129,204.317,88.081,-0.003,2.114,4.662,836.402,334.124,0.05,0.075
7.814,1601.268,215.353,-18.492,215.423,18.5,34.882,0.004,34.882,0.007,5.471,0.544,28.61,-80.6,9.787,0.107,0,5.288e-4,2.197e-5,2.913e4,4891.737,27.361,0.106,252.338,208.028,2.747,0.645,4.679e7,0,253.862,0.511,0.511,0.311,0.026,0.174,0.013,0.036,1.762e-5,0,0,0,0,2.136e-6,0.028,16.129,204.317,88.079,-0.018,2.156,4.592,835.31,334.082,0.05,0.076
7.864,1612.012,214.431,-18.4,214.5,18.407,35.155,0.004,35.155,0.007,5.444,0.526,28.61,-80.6,9.787,0.1,0,0.001,4.049e-5,2.913e4,4891.737,27.361,0.106,252.358,208.028,2.748,0.642,4.655e7,0,251.182,0.51,0.51,0.311,0.026,0.174,0.012,0.034,-2.209e-4,0,0,0,0,1.443e-5,0.027,16.129,204.317,88.061,-0.028,2.189,4.522,834.223,334.039,0.05,0.076
7.914,1622.711,213.513,-18.311,213.582,18.317,35.426,0.004,35.426,0.007,5.419,0.458,28.61,-80.6,9.787,0.067,0,0.002,4.216e-5,2.913e4,4891.737,27.361,0.106,252.503,208.028,2.757,0.64,4.632e7,0,248.527,0.51,0.51,0.311,0.026,0.173,0.008,0.022,-1.983e-4,0,0,0,0,3.262e-5,0.027,16.129,204.317,88.03,-0.031,2.175,4.452,833.14,333.997,0.05,0.076
7.964,1633.364,212.6,-18.224,212.669,18.228,35.697,0.005,35.697,0.007,5.399,0.355,28.61,-80.6,9.787,0.016,0,0.002,1.836e-4,2.913e4,4891.737,27.361,0.106,252.85,208.028,2.779,0.637,4.608e7,0,245.902,0.509,0.509,0.311,0.025,0.173,0.002,0.005,-7.2e-5,0,0,0,0,4.273e-5,0.027,16.129,204.317,87.99,-0.028,2.118,4.383,832.061,333.955,0.05,0.077
8.014,1643.971,211.691,-18.138,211.759,18.14,35.966,0.005,35.966,0.007,5.383,0.284,28.61,-80.6,9.787,0.021,0,-0.002,1.535e-4,2.913e4,4891.737,27.361,0.106,252.498,208.028,2.757,0.634,4.584e7,0,243.319,0.509,0.509,0.311,0.025,0.172,0.003,0.008,3.078e-4,0,0,0,0,-4.214e-5,0.027,16.129,204.317,87.948,-0.019,2.124,4.314,830.988,333.913,0.05,0.077
8.064,1654.533,210.786,-18.053,210.855,18.054,36.235,0.005,36.235,0.007,5.37,0.207,28.61,-80.6,9.787,0.061,0,-0.002,4.935e-5,2.913e4,4891.737,27.361,0.106,252.405,208.028,2.751,0.632,4.561e7,0,240.766,0.508,0.508,0.311,0.025,0.172,0.008,0.021,1.882e-4,0,0,0,0,-3.41e-5,0.027,16.129,204.317,87.908,-0.006,2.102,4.246,829.919,333.872,0.05,0.077
8.114,1665.05,209.886,-17.97,209.954,17.97,36.503,0.005,36.503,0.007,5.363,0.117,28.61,-80.6,9.787,0.108,0,-0.001,2.388e-5,2.913e4,4891.737,27.361,0.106,252.207,208.028,2.739,0.629,4.537e7,0,238.243,0.508,0.508,0.311,0.025,0.171,0.013,0.037,2.415e-4,0,0,0,0,-1.392e-5,0.027,16.129,204.317,87.877,0.009,2.017,4.177,828.854,333.83,0.05,0.078
8.164,1675.521,208.989,-17.883,209.058,17.884,36.771,0.005,36.771,0.007,5.356,0.152,28.61,-80.6,9.787,0.091,0,-6.357e-4,2.719e-5,2.913e4,4891.737,27.361,0.106,252.274,208.028,2.743,0.627,4.514e7,0,235.758,0.507,0.507,0.312,0.025,0.171,0.011,0.03,-1.601e-4,0,0,0,0,-3.279e-6,0.027,16.129,204.317,87.86,0.022,2.123,4.109,827.794,333.789,0.05,0.078
8.214,1685.949,208.097,-17.798,208.166,17.799,37.039,0.005,37.039,0.007,5.348,0.165,28.61,-80.6,9.787,0.084,0,4.902e-6,1.434e-5,2.913e4,4891.737,27.361,0.106,252.302,208.028,2.745,0.624,4.491e7,0,233.298,0.507,0.507,0.312,0.025,0.171,0.01,0.028,-6.174e-5,0,0,0,0,0,0.027,16.129,204.317,87.854,0.035,2.144,4.041,826.739,333.748,0.05,0.078
8.264,1696.331,207.209,-17.714,207.278,17.715,37.306,0.005,37.306,0.008,5.34,0.167,28.61,-80.6,9.787,0.081,0,5.833e-4,1.625e-5,2.913e4,4891.737,27.361,0.106,252.306,208.028,2.745,0.621,4.468e7,0,230.862,0.506,0.506,0.312,0.024,0.17,0.01,0.028,4.736e-4,0,0,0,0,2.808e-6,0.027,16.129,204.317,87.86,0.044,2.109,3.974,825.688,333.707,0.05,0.079
8.314,1706.67,206.326,-17.631,206.395,17.632,37.573,0.005,37.573,0.008,5.332,0.185,28.61,-80.6,9.787,0.07,0,0.001,1.559e-5,2.913e4,4891.737,27.361,0.106,252.344,208.028,2.748,0.619,4.446e7,0,228.454,0.506,0.506,0.312,0.024,0.17,0.009,0.023,4.434e-4,0,0,0,0,1.137e-5,0.026,16.129,204.317,87.876,0.048,2.068,3.907,824.642,333.666,0.05,0.079
8.364,1716.964,205.446,-17.548,205.515,17.549,37.839,0.005,37.839,0.008,5.321,0.22,28.61,-80.6,9.787,0.049,0,0.002,1.243e-5,2.913e4,4891.737,27.361,0.106,252.429,208.028,2.753,0.616,4.423e7,0,226.075,0.506,0.506,0.312,0.024,0.169,0.006,0.017,7.131e-5,0,0,0,0,1.93e-5,0.026,16.129,204.317,87.901,0.044,2.037,3.84,823.6,333.626,0.05,0.079
8.414,1727.214,204.571,-17.467,204.64,17.468,38.105,0.005,38.105,0.008,5.311,0.204,28.61,-80.6,9.787,0.054,0,0.002,7.665e-6,2.913e4,4891.737,27.361,0.106,252.372,208.028,2.749,0.614,4.4e7,0,223.716,0.505,0.505,0.312,0.024,0.169,0.007,0.018,-2.791e-4,0,0,0,0,3.164e-5,0.026,16.129,204.317,87.932,0.034,1.884,3.773,822.562,333.585,0.05,0.08
8.464,1737.421,203.7,-17.386,203.769,17.387,38.37,0.005,38.37,0.008,5.3,0.245,28.61,-80.6,9.787,0.028,8.051e-9,0.002,3.107e-6,2.913e4,4891.737,27.361,0.106,252.456,208.028,2.755,0.611,4.378e7,0,221.39,0.505,0.505,0.312,0.024,0.169,0.003,0.01,4.679e-4,0,0,0,0,4.255e-5,0.026,16.129,204.317,87.97,0.023,1.824,3.707,821.529,333.545,0.05,0.08
8.514,1747.584,202.832,-17.304,202.901,17.307,38.635,0.005,38.635,0.008,5.285,0.319,28.61,-80.6,9.787,0.018,0,-0.002,-2.367e-6,2.913e4,4891.737,27.361,0.106,252.486,208.028,2.756,0.609,4.356e7,0,219.098,0.504,0.504,0.312,0.024,0.168,0.002,0.006,4.909e-4,0,0,0,0,-4.297e-5,0.026,16.129,204.317,88.01,0.011,1.826,3.641,820.501,333.505,0.05,0.08
8.564,1757.704,201.969,-17.224,202.038,17.229,38.899,0.005,38.899,0.008,5.268,0.382,28.61,-80.6,9.787,0.057,0,-0.002,3.665e-6,2.913e4,4891.737,27.361,0.106,252.303,208.028,2.745,0.606,4.334e7,0,216.834,0.504,0.504,0.313,0.024,0.168,0.007,0.019,-3.096e-4,0,0,0,0,-3.556e-5,0.026,16.129,204.317,88.049,-6.347e-4,1.814,3.575,819.476,333.465,0.05,0.081
8.614,1767.781,201.11,-17.145,201.178,17.151,39.162,0.006,39.162,0.008,5.247,0.478,28.61,-80.6,9.787,0.115,0,-0.001,8.039e-6,2.913e4,4891.737,27.361,0.106,252.035,208.028,2.728,0.604,4.312e7,0,214.609,0.503,0.503,0.313,0.023,0.167,0.014,0.038,1.966e-4,0,0,0,0,-1.839e-5,0.026,16.129,204.317,88.081,-0.013,1.899,3.509,818.456,333.426,0.05,0.081
8.664,1777.815,200.255,-17.067,200.323,17.076,39.423,0.006,39.423,0.008,5.22,0.548,28.61,-80.6,9.787,0.157,0,-4.706e-4,4.097e-6,2.913e4,4891.737,27.361,0.106,251.837,208.028,2.716,0.601,4.29e7,0,212.411,0.503,0.503,0.313,0.023,0.167,0.019,0.052,-3.235e-4,0,0,0,0,-1.957e-6,0.026,16.129,204.317,88.098,-0.022,1.982,3.444,817.441,333.386,0.05,0.084
8.714,1787.807,199.403,-16.992,199.471,17,39.684,0.006,39.684,0.008,5.193,0.533,28.61,-80.6,9.787,0.152,0,5.216e-4,5.311e-6,2.913e4,4891.737,27.361,0.106,251.845,208.028,2.717,0.599,4.268e7,0,210.22,0.502,0.503,0.313,0.023,0.167,0.019,0.05,-4.006e-4,0,0,0,0,2.424e-6,0.026,16.129,204.317,88.098,-0.026,1.961,3.379,816.429,333.347,0.05,0.085
8.764,1797.756,198.556,-16.919,198.623,16.926,39.943,0.006,39.943,0.008,5.167,0.482,28.61,-80.6,9.787,0.124,0,0.001,7.282e-6,2.913e4,4891.737,27.361,0.106,251.952,208.028,2.723,0.596,4.247e7,0,208.049,0.502,0.502,0.313,0.023,0.166,0.015,0.042,-1.278e-4,0,0,0,0,1.983e-5,0.025,16.129,204.317,88.079,-0.023,1.923,3.315,815.422,333.308,0.05,0.085
8.814,1807.662,197.711,-16.849,197.778,16.853,40.2,0.006,40.2,0.008,5.146,0.368,28.61,-80.6,9.787,0.06,0,0.002,1.918e-5,2.913e4,4891.737,27.361,0.106,252.234,208.028,2.741,0.594,4.225e7,0,205.893,0.502,0.502,0.313,0.023,0.166,0.007,0.02,-4.965e-4,0,0,0,0,3.763e-5,0.025,16.129,204.317,88.047,-0.015,1.798,3.25,814.42,333.269,0.05,0.085
8.864,1817.527,196.871,-16.778,196.937,16.781,40.457,0.006,40.457,0.008,5.13,0.312,28.61,-80.6,9.787,0.026,0,0.002,5.443e-5,2.913e4,4891.737,27.361,0.106,252.392,208.028,2.751,0.591,4.204e7,0,203.778,0.501,0.501,0.313,0.023,0.165,0.003,0.008,2.079e-4,0,0,0,0,4.738e-5,0.025,16.129,204.317,88.008,-0.008,1.805,3.186,813.421,333.23,0.05,0.086
8.914,1827.35,196.034,-16.707,196.1,16.71,40.713,0.006,40.713,0.009,5.115,0.284,28.61,-80.6,9.787,0.008,0,0.002,1.301e-4,2.913e4,4891.737,27.361,0.106,252.522,208.028,2.759,0.589,4.182e7,0,201.694,0.501,0.501,0.313,0.022,0.165,9.498e-4,0.003,1.093e-4,0,0,0,0,5.435e-5,0.025,16.129,204.317,87.965,-6.747e-4,1.878,3.122,812.427,333.191,0.05,0.086
8.964,1837.13,195.2,-16.639,195.267,16.64,40.969,0.006,40.969,0.009,5.102,0.204,28.61,-80.6,9.787,0.042,0,-0.002,2.293e-5,2.913e4,4891.737,27.361,0.106,252.219,208.028,2.74,0.586,4.161e7,0,199.626,0.5,0.5,0.313,0.022,0.165,0.005,0.014,-4.589e-5,0,0,0,0,-5.088e-5,0.025,16.129,204.317,87.922,0.006,1.838,3.059,811.437,333.152,0.05,0.086
9.014,1846.87,194.37,-16.572,194.436,16.572,41.224,0.006,41.224,0.009,5.095,0.117,28.61,-80.6,9.787,0.095,0,-0.002,1.337e-5,2.913e4,4891.737,27.361,0.106,251.984,208.028,2.725,0.584,4.14e7,0,197.582,0.5,0.5,0.314,0.022,0.164,0.012,0.032,4.952e-4,0,0,0,0,-3.289e-5,0.025,16.129,204.317,87.883,0.012,1.762,2.995,810.451,333.114,0.05,0.087
9.064,1856.567,193.543,-16.504,193.61,16.504,41.478,0.006,41.478,0.009,5.09,0.087,28.61,-80.6,9.787,0.115,0,-0.001,1.25e-5,2.913e4,4891.737,27.361,0.106,251.888,208.028,2.719,0.581,4.119e7,0,195.564,0.5,0.5,0.314,0.022,0.164,0.014,0.038,-4.503e-5,0,0,0,0,-1.373e-5,0.025,16.129,204.317,87.856,0.015,1.767,2.932,809.47,333.076,0.05,0.087
