# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
68.45,2627.106,-16.909,0.013,16.909,0.041,37.15,0.08,37.15,0.124,2.068,0.039,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.373e6,0,285.353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.12,-2.131,734.424,330.007,0.5,0.215
68.95,2618.653,-16.902,0.014,16.902,0.097,36.128,0.08,36.128,0.127,2.02,0.096,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.374e6,0,285.393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.907,-2.076,735.198,330.041,0.5,0.215
69.45,2610.204,-16.893,0.017,16.896,0.236,35.147,0.08,35.147,0.13,1.903,0.235,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.375e6,0,285.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.619,-2.021,735.971,330.074,0.5,0.215
69.95,2601.76,-16.886,0.014,16.888,0.174,34.174,0.08,34.174,0.134,1.99,0.173,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.376e6,0,285.423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.205,-1.966,736.744,330.107,0.5,0.215
70.45,2593.318,-16.88,0.013,16.88,0.057,33.172,0.08,33.173,0.138,2.018,0.056,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.376e6,0,285.346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.09,-1.911,737.516,330.141,0.5,0.215
70.95,2584.88,-16.873,0.014,16.873,0.083,32.153,0.08,32.154,0.142,2.058,0.082,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.377e6,0,285.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.162,-1.857,738.289,330.174,0.5,0.215
71.45,2576.445,-16.866,0.014,16.866,0.018,31.123,0.079,31.123,0.146,2.064,0.012,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.378e6,0,285.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.082,-1.802,739.06,330.207,0.5,0.215
71.95,2568.014,-16.859,0.014,16.859,0.066,30.083,0.079,30.083,0.151,2.097,0.065,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.379e6,0,285.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.18,-1.747,739.832,330.24,0.5,0.215
72.45,2559.586,-16.852,0.014,16.852,0.015,29.035,0.079,29.035,0.156,2.094,0.005,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.38e6,0,285.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.091,-1.692,740.603,330.273,0.5,0.216
72.95,2551.162,-16.844,0.015,16.846,0.172,28.009,0.079,28.009,0.162,2.008,0.171,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.381e6,0,285.466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.803,-1.637,741.374,330.307,0.5,0.216
73.45,2542.741,-16.838,0.013,16.838,0.032,27.002,0.079,27.002,0.168,2.023,0.03,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.382e6,0,285.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.063,-1.583,742.145,330.34,0.5,0.216
73.95,2534.324,-16.83,0.015,16.831,0.154,25.971,0.079,25.971,0.174,2.1,0.154,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.383e6,0,285.444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.291,-1.528,742.915,330.373,0.5,0.216
74.45,2525.911,-16.824,0.013,16.824,0.045,24.915,0.079,24.916,0.181,2.122,0.043,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.383e6,0,285.363,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.178,-1.473,743.685,330.406,0.5,0.216
74.95,2517.501,-16.815,0.017,16.818,0.242,23.824,0.079,23.825,0.189,2.242,0.242,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.385e6,0,285.547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.54,-1.418,744.455,330.439,0.5,0.216
75.45,2509.095,-16.809,0.012,16.809,0.027,22.706,0.078,22.706,0.198,2.231,0.024,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.385e6,0,285.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.205,-1.364,745.224,330.472,0.5,0.216
75.95,2500.692,-16.803,0.013,16.803,0.035,21.587,0.078,21.587,0.208,2.247,0.033,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.386e6,0,285.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.29,-1.309,745.993,330.506,0.5,0.216
76.45,2492.292,-16.796,0.014,16.796,0.014,20.463,0.078,20.463,0.219,2.248,0.003,28.61,-80.6,9.784,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.387e6,0,285.371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.256,-1.254,746.762,330.539,0.5,0.216
76.95,2483.896,-16.789,0.014,16.789,0.024,19.341,0.078,19.341,0.231,2.239,0.019,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.388e6,0,285.392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.22,-1.2,747.567,330.572,0.5,0.216
77.45,2475.503,-16.782,0.015,16.782,0.053,18.228,0.078,18.228,0.245,2.213,0.051,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.389e6,0,285.408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.155,-1.145,748.375,330.605,0.5,0.216
77.95,2467.115,-16.772,0.02,16.776,0.316,17.161,0.078,17.161,0.26,2.056,0.315,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.39e6,0,285.693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.678,-1.091,749.183,330.638,0.5,0.216
78.45,2458.73,-16.765,0.013,16.766,0.144,16.151,0.078,16.151,0.276,1.984,0.144,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.391e6,0,285.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.813,-1.036,749.991,330.671,0.5,0.217
78.95,2450.349,-16.758,0.015,16.76,0.22,15.186,0.078,15.187,0.293,1.874,0.22,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.392e6,0,285.495,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.611,-0.982,750.798,330.704,0.5,0.217
79.45,2441.972,-16.75,0.015,16.753,0.218,14.277,0.077,14.277,0.311,1.765,0.218,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.393e6,0,285.482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.506,-0.927,751.604,330.737,0.5,0.217
79.95,2433.599,-16.744,0.013,16.744,0.085,13.405,0.077,13.405,0.33,1.723,0.084,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.394e6,0,285.361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.626,-0.873,752.411,330.77,0.5,0.217
80.45,2425.228,-16.737,0.014,16.738,0.133,12.526,0.077,12.527,0.353,1.79,0.133,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.395e6,0,285.429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.954,-0.818,753.217,330.803,0.5,0.217
80.95,2416.862,-16.73,0.014,16.73,0.026,11.629,0.077,11.629,0.38,1.801,0.023,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.396e6,0,285.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.832,-0.764,754.022,330.836,0.5,0.217
81.45,2408.498,-16.722,0.017,16.724,0.222,10.701,0.077,10.701,0.412,1.912,0.221,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.397e6,0,285.544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.182,-0.71,754.828,330.869,0.5,0.217
81.95,2400.14,-16.713,0.018,16.717,0.32,9.705,0.077,9.705,0.454,2.071,0.319,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.398e6,0,285.666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.46,-0.655,755.633,330.902,0.5,0.217
82.45,2391.785,-16.707,0.011,16.708,0.073,8.678,0.077,8.679,0.507,2.035,0.072,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.051,3.398e6,0,285.312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.952,-0.601,756.437,330.935,0.5,0.217
82.95,2383.433,-16.7,0.014,16.702,0.18,7.683,0.077,7.684,0.571,1.945,0.18,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.399e6,0,285.451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.732,-0.547,757.241,330.968,0.5,0.217
83.45,2375.084,-16.694,0.013,16.694,0.077,6.701,0.077,6.701,0.654,1.983,0.076,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.4e6,0,285.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.078,-0.492,758.045,331.001,0.5,0.218
83.95,2366.739,-16.687,0.014,16.687,0.107,5.696,0.076,5.697,0.768,2.036,0.106,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.401e6,0,285.416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.167,-0.438,758.849,331.033,0.5,0.218
84.45,2358.397,-16.68,0.014,16.68,0.042,4.673,0.076,4.674,0.935,2.056,0.04,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.402e6,0,285.391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.108,-0.384,759.652,331.066,0.5,0.218
84.95,2350.059,-16.672,0.015,16.673,0.144,3.663,0.076,3.664,1.191,1.985,0.143,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.403e6,0,285.455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.817,-0.33,760.455,331.099,0.5,0.218
85.45,2341.725,-16.666,0.014,16.666,0.032,2.674,0.076,2.675,1.629,1.97,0.029,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.404e6,0,285.387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.939,-0.275,761.258,331.132,0.5,0.218
85.95,2333.394,-16.659,0.014,16.659,0.061,1.682,0.076,1.684,2.585,2,0.059,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.405e6,0,285.408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.074,-0.221,762.06,331.165,0.5,0.218
86.45,2325.066,-16.652,0.014,16.652,0.016,0.683,0.076,0.687,6.334,1.996,0.007,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.406e6,0,285.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.992,-0.167,762.862,331.198,0.5,0.218
86.95,2316.742,-16.644,0.015,16.645,0.127,-0.299,0.076,0.309,165.814,1.933,0.126,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.407e6,0,285.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.786,-0.113,763.663,331.23,0.5,0.218
87.45,2308.422,-16.637,0.014,16.637,0.014,-1.266,0.076,1.269,176.585,1.934,0.002,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.408e6,0,285.391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.94,-0.059,764.464,331.263,0.5,0.218
87.95,2300.105,-16.63,0.014,16.63,0.061,-2.226,0.075,2.227,178.059,1.904,0.059,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.409e6,0,285.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.837,-0.005,765.265,331.296,0.5,0.218
88.45,2291.792,-16.621,0.019,16.625,0.315,-3.217,0.075,3.218,178.659,2.062,0.315,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.41e6,0,285.699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.442,0.049,766.066,331.329,0.5,0.218
88.95,2283.483,-16.615,0.012,16.616,0.125,-4.264,0.075,4.265,178.989,2.124,0.125,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.41e6,0,285.364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.277,0.103,766.866,331.362,0.5,0.218
89.45,2275.177,-16.609,0.013,16.609,0.068,-5.334,0.075,5.335,179.193,2.157,0.067,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.411e6,0,285.368,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.241,0.157,767.666,331.394,0.5,0.218
89.95,2266.875,-16.601,0.015,16.603,0.189,-6.389,0.075,6.39,179.328,2.063,0.189,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.412e6,0,285.483,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.841,0.211,768.465,331.427,0.5,0.218
90.45,2258.576,-16.595,0.013,16.595,0.118,-7.406,0.075,7.407,179.421,2.004,0.118,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.413e6,0,285.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.867,0.265,769.264,331.46,0.5,0.219
90.95,2250.28,-16.588,0.013,16.588,0.044,-8.413,0.075,8.414,179.491,2.025,0.042,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.414e6,0,285.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.078,0.319,770.063,331.492,0.5,0.219
91.45,2241.988,-16.581,0.014,16.582,0.088,-9.437,0.075,9.437,179.547,2.068,0.087,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.415e6,0,285.415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.176,0.373,770.862,331.525,0.5,0.219
91.95,2233.699,-16.574,0.014,16.575,0.084,-10.461,0.074,10.461,179.592,2.027,0.083,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.416e6,0,285.412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.932,0.427,771.66,331.558,0.5,0.219
92.45,2225.414,-16.568,0.013,16.568,0.018,-11.473,0.074,11.473,179.629,2.021,0.012,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.417e6,0,285.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.01,0.481,772.458,331.59,0.5,0.219
92.95,2217.132,-16.56,0.015,16.561,0.133,-12.5,0.074,12.5,179.66,2.087,0.132,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.418e6,0,285.454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.248,0.535,773.255,331.623,0.5,0.219
93.45,2208.853,-16.553,0.014,16.554,0.111,-13.557,0.074,13.557,179.687,2.142,0.11,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.419e6,0,285.424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.276,0.589,774.052,331.656,0.5,0.219
93.95,2200.578,-16.546,0.014,16.547,0.137,-14.645,0.074,14.645,179.71,2.21,0.136,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.42e6,0,285.443,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.375,0.642,774.849,331.688,0.5,0.219
94.45,2192.307,-16.54,0.013,16.54,0.013,-15.75,0.074,15.75,179.731,2.209,9.412e-4,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.42e6,0,285.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.212,0.696,775.646,331.721,0.5,0.219
94.95,2184.039,-16.533,0.014,16.533,0.129,-16.838,0.074,16.838,179.749,2.145,0.128,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.421e6,0,285.441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.997,0.75,776.442,331.753,0.5,0.219
95.45,2175.774,-16.526,0.013,16.526,0.031,-17.914,0.074,17.915,179.764,2.16,0.028,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.422e6,0,285.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.197,0.804,777.238,331.786,0.5,0.219
95.95,2167.513,-16.519,0.015,16.52,0.161,-18.974,0.074,18.974,179.778,2.079,0.161,28.61,-80.6,9.785,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.423e6,0,285.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.892,0.857,778.033,331.819,0.5,0.219
96.45,2159.255,-16.511,0.015,16.513,0.219,-20.041,0.073,20.041,179.79,2.188,0.218,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.424e6,0,285.523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.451,0.911,778.828,331.851,0.5,0.219
96.95,2151.001,-16.505,0.012,16.505,0.072,-21.144,0.073,21.144,179.801,2.224,0.071,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.425e6,0,285.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.312,0.965,779.623,331.884,0.5,0.219
97.45,2142.75,-16.499,0.013,16.499,0.015,-22.257,0.073,22.257,179.812,2.228,0.007,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.426e6,0,285.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,2.24,1.018,780.418,331.916,0.5,0.22
97.95,2134.503,-16.491,0.016,16.493,0.242,-23.341,0.073,23.341,179.821,2.107,0.242,28.61,-80.6,9.786,NaN,NaN,NaN,NaN,2.913e4,4891.737,NaN,NaN,NaN,NaN,NaN,0.05,3.427e6,0,285.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.824,1.072,781.212,331.949,0.5,0.22
